No_of_Rooms,Unit_Type,Property_Category,Locality,Price_INR,Area_sqft,Furnishing_Status,Has_Pool,Has_Gym,Has_Parking,Has_Lift,Close_to_Hospital,Power_Backup,Kids_Play_Area,Price_per_sqft
1.0,BHK,Flat,Kondapur,13000,620,areaUn-furnished,No,No,No,Yes,No,No,No,20.967741935483872
1.0,BHK,Flat,Kondapur,22000,1100,areaSemi furnished,No,No,No,Yes,No,No,No,20.0
1.0,BHK,Flat,Kondapur,13500,600,areaUn-furnished,No,No,No,Yes,No,No,No,22.5
1.0,RK,Flat,Hafeezpet,17000,480,areaFully furnished,No,No,No,Yes,No,No,No,35.416666666666664
2.0,BHK,Flat,Kondapur,28500,1180,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,24.152542372881356
2.0,BHK,Flat,Kondapur,28000,1200,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,23.333333333333332
2.0,BHK,Flat,Kondapur,27500,1260,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,21.825396825396826
2.0,BHK,Flat,Kondapur,31500,1260,areaSemi furnished,No,No,Yes,No,No,Yes,No,25.0
3.0,BHK,Flat,Kondapur,38000,1800,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,21.11111111111111
3.0,BHK,Flat,Kondapur,36000,1750,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,20.571428571428573
2.0,BHK,Flat,Kondapur,37000,1260,areaFully furnished,No,No,No,Yes,No,Yes,No,29.365079365079364
3.0,BHK,Flat,Kondapur,47000,1860,areaFully furnished,No,No,Yes,Yes,No,Yes,No,25.268817204301076
2.0,BHK,Flat,Kondapur,22000,1200,areaUn-furnished,No,No,No,Yes,No,No,No,18.333333333333332
2.0,BHK,Flat,Kondapur,26000,1170,areaSemi furnished,No,No,No,Yes,No,No,No,22.22222222222222
2.0,BHK,Flat,Kondapur,25000,1180,areaSemi furnished,No,No,No,Yes,No,No,No,21.1864406779661
2.0,BHK,Flat,Kondapur,35500,1180,areaFully furnished,No,No,Yes,Yes,No,No,No,30.084745762711865
2.0,BHK,Flat,Kondapur,28500,1200,areaSemi furnished,No,No,Yes,No,No,Yes,No,23.75
4.0,BHK,Flat,Khaja Guda,75000,2675,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,28.037383177570092
3.0,BHK,Flat,Kokapet,50000,1535,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.57328990228013
3.0,BHK,Flat,Narsingi,59000,1995,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,29.573934837092732
3.0,BHK,Independent,Banjara Hills,55000,2500,areaFully furnished,No,No,Yes,No,No,No,No,22.0
3.0,BHK,Flat,Khaja Guda,70000,2155,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.48259860788863
4.0,BHK,Flat,Kondapur,300000,5500,areaSemi furnished,No,No,No,No,Yes,No,No,54.54545454545455
3.0,BHK,Villa,Thummaloor,40000,2300,areaSemi furnished,No,No,No,No,No,Yes,No,17.391304347826086
3.0,BHK,Flat,Nallakunta,40000,1650,areaSemi furnished,No,No,No,Yes,No,Yes,No,24.242424242424242
3.0,BHK,Flat,Hitech City,75000,2365,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.712473572938688
2.5,BHK,Flat,Kondapur,60000,1620,areaSemi furnished,No,No,No,No,No,No,No,37.03703703703704
2.0,BHK,Flat,Gopanapalli,42000,1314,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.963470319634702
3.0,BHK,Flat,Kondapur,85000,2200,areaSemi furnished,No,No,No,No,No,No,No,38.63636363636363
3.0,BHK,Flat,Narsingi,67000,1715,areaSemi furnished,No,No,No,No,No,No,No,39.067055393586
3.0,BHK,Flat,Kondapur,82000,1900,areaSemi furnished,No,No,No,No,No,No,No,43.1578947368421
3.0,BHK,Flat,Jubilee Hills,150000,3500,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,42.857142857142854
3.0,BHK,Flat,Kokapet,45000,1978,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,22.75025278058645
3.0,BHK,Flat,Shaikpet,65000,1700,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,38.23529411764706
3.0,BHK,Flat,Hitech City,75000,2470,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.364372469635626
3.0,BHK,Flat,Kondapur,100000,2200,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,45.45454545454545
3.0,BHK,Flat,Shaikpet,70000,2100,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,33.333333333333336
3.0,BHK,Flat,Begumpet,45000,2500,areaSemi furnished,No,No,No,Yes,No,No,No,18.0
2.0,BHK,Flat,Miyapur,39000,1215,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.098765432098766
2.0,BHK,Flat,Miyapur,40000,1220,areaSemi furnished,Yes,No,Yes,Yes,No,Yes,No,32.78688524590164
3.0,BHK,Flat,Kondapur,70000,1965,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,35.6234096692112
3.0,BHK,Flat,Kondapur,71000,1855,areaFully furnished,No,No,No,No,No,No,No,38.274932614555254
3.0,BHK,Flat,Gopanapalli,75000,1965,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,38.16793893129771
3.0,BHK,Flat,Shaikpet,60000,2080,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,28.846153846153847
3.0,BHK,Flat,Gopanapalli,70000,1965,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,35.6234096692112
2.0,BHK,Flat,Kondapur,50000,1365,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,36.63003663003663
2.0,BHK,Flat,Miyapur,38000,1225,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.020408163265305
2.0,BHK,Flat,Narsingi,40000,1175,areaFully furnished,No,No,No,No,No,No,No,34.04255319148936
3.0,BHK,Flat,Puppalaguda,74500,2349,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.715623669646657
4.0,BHK,Villa,Osman Nagar,130000,4000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.5
3.0,BHK,Flat,Puppalaguda,73000,2299,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.752936059156156
3.0,BHK,Flat,Narsingi,85000,2020,areaSemi furnished,No,No,No,No,No,Yes,No,42.07920792079208
3.0,BHK,Flat,Narsingi,80000,2020,areaSemi furnished,No,No,No,No,No,No,No,39.603960396039604
3.0,BHK,Flat,Narsingi,85000,2335,areaSemi furnished,Yes,No,No,No,No,No,No,36.40256959314775
3.0,BHK,Flat,Miyapur,50000,1588,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.486146095717885
2.5,BHK,Flat,Miyapur,45000,1500,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.0
2.0,BHK,Flat,Miyapur,38000,1217,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.22432210353328
3.0,BHK,Flat,Kondapur,60000,2600,areaSemi furnished,No,No,No,No,Yes,No,No,23.076923076923077
3.0,BHK,Flat,Kondapur,65000,2000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.5
4.0,BHK,Flat,Kondapur,100000,3000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,33.333333333333336
3.0,BHK,Flat,Kondapur,55000,1560,areaSemi furnished,No,Yes,No,Yes,Yes,No,No,35.256410256410255
3.0,BHK,Flat,Madhapur,90000,3000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.0
2.5,BHK,Flat,Miyapur,46000,1490,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,30.87248322147651
3.0,BHK,Flat,Shaikpet,80000,2100,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,38.095238095238095
2.0,BHK,Flat,Miyapur,40000,1244,areaSemi furnished,No,No,Yes,No,No,No,No,32.154340836012864
2.0,BHK,Flat,Miyapur,40000,1244,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.154340836012864
3.0,BHK,Flat,Shaikpet,65000,2100,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,30.952380952380953
3.0,BHK,Flat,Shaikpet,55000,1700,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.35294117647059
3.0,BHK,Flat,Banjara Hills,50000,2000,areaSemi furnished,Yes,No,Yes,No,No,No,No,25.0
3.0,BHK,Flat,Banjara Hills,60000,2650,areaUn-furnished,No,No,Yes,No,No,No,No,22.641509433962263
4.0,BHK,Flat,Banjara Hills,140000,3500,areaFully furnished,Yes,No,Yes,No,No,No,No,40.0
3.0,BHK,Flat,Banjara Hills,60000,2500,areaSemi furnished,No,No,Yes,No,No,No,No,24.0
3.0,BHK,Flat,Banjara Hills,70000,2200,areaSemi furnished,No,No,Yes,No,No,No,No,31.818181818181817
3.0,BHK,Flat,Financial District,52000,1881,areaSemi furnished,No,Yes,Yes,Yes,No,Yes,No,27.64486975013291
3.0,BHK,Flat,Narsingi,70000,1715,areaSemi furnished,No,No,No,No,No,No,No,40.816326530612244
3.0,BHK,Flat,Narsingi,75000,1715,areaSemi furnished,No,No,No,No,No,No,No,43.731778425655975
2.0,BHK,Flat,Financial District,40000,1284,areaUn-furnished,Yes,Yes,Yes,Yes,No,No,No,31.152647975077883
3.0,BHK,Flat,Banjara Hills,65100,2000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,32.55
3.0,BHK,Flat,Banjara Hills,55000,2000,areaSemi furnished,No,No,Yes,No,No,Yes,No,27.5
3.0,BHK,Flat,Banjara Hills,75000,3100,areaFully furnished,Yes,No,Yes,Yes,No,Yes,No,24.193548387096776
3.0,BHK,Flat,Banjara Hills,120000,2500,areaFully furnished,No,No,No,No,Yes,No,No,48.0
2.0,BHK,Flat,Banjara Hills,35000,1350,areaFully furnished,No,No,No,No,Yes,No,No,25.925925925925927
3.0,BHK,Flat,Shaikpet,65000,2100,areaSemi furnished,No,Yes,Yes,Yes,No,No,No,30.952380952380953
4.0,BHK,Villa,Jubilee Hills,160000,3500,areaSemi furnished,No,Yes,Yes,No,No,Yes,No,45.714285714285715
2.0,BHK,Flat,Begumpet,25000,1200,areaSemi furnished,Yes,No,No,Yes,No,No,No,20.833333333333332
2.0,BHK,Independent,Madhapur,38000,1200,areaFully furnished,No,No,Yes,Yes,No,Yes,No,31.666666666666668
3.0,BHK,Flat,Banjara Hills,115000,3000,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,38.333333333333336
3.0,BHK,Flat,Kothaguda,80000,2200,areaSemi furnished,No,Yes,Yes,Yes,No,No,No,36.36363636363637
3.0,BHK,Flat,Manchirevula,48000,2531,areaSemi furnished,No,Yes,No,No,No,No,No,18.964836033188462
2.0,BHK,Independent,Banjara Hills,20000,2400,areaUn-furnished,Yes,No,No,No,No,No,No,8.333333333333334
3.0,BHK,Flat,Hitech City,65000,2756,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,23.58490566037736
3.0,BHK,Flat,Borabanda,70000,2000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,35.0
3.0,BHK,Flat,Banjara Hills,130000,2300,areaSemi furnished,No,No,Yes,Yes,No,No,No,56.52173913043478
3.0,BHK,Flat,Pragathi Nagar,38000,1994,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,19.05717151454363
3.0,BHK,Flat,Pragathi Nagar,42000,1450,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,28.96551724137931
3.0,BHK,Flat,Hafeezpet,55000,2000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,27.5
3.0,BHK,Flat,Banjara Hills,33000,1550,areaFully furnished,No,No,No,Yes,No,No,No,21.29032258064516
5.0,BHK,Villa,Hitech City,300000,5000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,60.0
2.0,BHK,Flat,Banjara Hills,26000,1200,areaFully furnished,No,No,No,Yes,No,No,No,21.666666666666668
3.0,BHK,Villa,Malikdanguda,42000,2220,areaSemi furnished,Yes,Yes,No,No,No,Yes,No,18.91891891891892
4.0,BHK,Independent,Banjara Hills,120000,4000,areaSemi furnished,No,No,Yes,No,No,No,No,30.0
2.0,BHK,Flat,Nallagandla,47000,1594,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,29.485570890840652
3.0,BHK,Independent,Banjara Hills,100000,3500,areaSemi furnished,No,No,Yes,No,No,Yes,No,28.571428571428573
3.0,BHK,Flat,Kondapur,90000,1965,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,45.80152671755725
3.5,BHK,Flat,Banjara Hills,150000,3000,areaSemi furnished,No,No,Yes,Yes,No,No,No,50.0
3.0,BHK,Flat,Kokapet,45000,1440,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,31.25
3.0,BHK,Flat,Banjara Hills,65000,2200,areaFully furnished,No,No,Yes,No,No,No,No,29.545454545454547
3.0,BHK,Flat,Kachiguda,38000,1650,areaSemi furnished,No,No,No,Yes,No,No,No,23.03030303030303
3.0,BHK,Villa,Malikdanguda,45000,3000,areaSemi furnished,No,No,No,No,No,No,No,15.0
3.0,BHK,Flat,Madhapur,75000,2100,areaFully furnished,No,No,Yes,Yes,No,Yes,No,35.714285714285715
3.0,BHK,Flat,Puppalaguda,65000,2275,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,28.571428571428573
3.0,BHK,Independent,Banjara Hills,70000,2100,areaSemi furnished,No,No,Yes,Yes,No,No,No,33.333333333333336
3.0,BHK,Flat,Narayanguda,45000,1675,areaFully furnished,No,No,No,Yes,No,No,No,26.865671641791046
2.0,BHK,Flat,Malikdanguda,35000,1330,areaFully furnished,No,No,No,No,No,No,No,26.31578947368421
4.0,BHK,Flat,Hitech City,78014,4500,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,17.336444444444446
4.0,BHK,Flat,Peeramcheru,90011,4250,areaFully furnished,Yes,Yes,No,No,No,No,No,21.179058823529413
2.0,BHK,Flat,Kondapur,35000,950,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,36.8421052631579
3.0,BHK,Flat,Kokapet,79000,1760,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,44.88636363636363
3.0,BHK,Flat,Kokapet,61000,1389,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,43.916486681065514
2.0,BHK,Flat,Kokapet,45000,1250,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,36.0
3.0,BHK,Flat,Narsingi,74000,1760,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,42.04545454545455
3.0,BHK,Flat,Kokapet,84000,1389,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,60.475161987041034
3.0,BHK,Flat,Kokapet,72000,1715,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,41.98250728862974
3.0,BHK,Flat,Narsingi,55000,1870,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,29.41176470588235
3.5,BHK,Flat,Narsingi,100000,1230,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,81.30081300813008
3.0,BHK,Flat,Kondapur,70000,1960,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,35.714285714285715
3.5,BHK,Flat,Banjara Hills,120000,2044,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,58.708414872798436
3.0,BHK,Flat,Kondapur,65000,3325,areaSemi furnished,Yes,Yes,No,No,No,No,No,19.548872180451127
3.0,BHK,Flat,Kokapet,85000,1871,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,45.43025120256547
3.0,BHK,Flat,Manikonda,55000,3200,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,17.1875
5.0,BHK,Independent,Banjara Hills,200000,2738,areaSemi furnished,No,No,Yes,No,No,No,No,73.04601899196494
2.0,BHK,Flat,Banjara Hills,40000,2419,areaSemi furnished,No,No,Yes,Yes,No,No,No,16.535758577924764
2.0,BHK,Flat,Miyapur,36000,1950,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,18.46153846153846
3.0,BHK,Flat,Hyderguda,40000,6000,areaSemi furnished,No,No,Yes,Yes,No,No,No,6.666666666666667
3.0,BHK,Villa,Malikdanguda,45000,2400,areaSemi furnished,No,No,No,No,No,No,No,18.75
3.0,BHK,Independent,Banjara Hills,100000,1365,areaFully furnished,No,No,Yes,Yes,No,No,No,73.26007326007326
2.0,BHK,Flat,Habsiguda,14000,1800,areaSemi furnished,No,No,Yes,No,No,No,No,7.777777777777778
3.0,BHK,Flat,Banjara Hills,70000,2080,areaSemi furnished,No,No,Yes,No,No,No,No,33.65384615384615
2.5,BHK,Flat,Kondapur,65000,3500,areaSemi furnished,No,No,No,No,No,No,No,18.571428571428573
3.0,BHK,Flat,Himayath Nagar,40000,950,areaSemi furnished,No,No,No,Yes,No,No,No,42.10526315789474
3.0,BHK,Flat,Banjara Hills,50000,2200,areaSemi furnished,No,No,Yes,Yes,No,No,No,22.727272727272727
3.0,BHK,Flat,Banjara Hills,80000,1620,areaSemi furnished,No,No,Yes,Yes,No,No,No,49.382716049382715
3.0,BHK,Villa,Malikdanguda,40000,1650,areaSemi furnished,No,No,Yes,No,No,No,No,24.242424242424242
2.0,BHK,Flat,Ramachandra Puram,30000,1500,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,20.0
3.0,BHK,Flat,Nacharam,36000,1800,areaSemi furnished,No,No,No,No,No,No,No,20.0
2.0,BHK,Flat,Miyapur,30000,3000,areaSemi furnished,Yes,Yes,No,No,No,Yes,No,10.0
3.0,BHK,Flat,Banjara Hills,200000,2200,areaFully furnished,No,No,Yes,No,No,No,No,90.9090909090909
3.0,BHK,Villa,Thummaloor,35000,1295,areaSemi furnished,No,No,No,No,No,No,No,27.027027027027028
2.0,BHK,Flat,Habsiguda,20000,1450,areaSemi furnished,No,No,Yes,No,No,No,No,13.793103448275861
3.0,BHK,Villa,Miyapur,40000,2036,areaSemi furnished,No,No,No,No,No,No,No,19.64636542239686
3.0,BHK,Villa,Banjara Hills,40000,2060,areaSemi furnished,No,No,No,No,No,No,No,19.41747572815534
3.0,BHK,Flat,Thummaloor,53000,1834,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,28.898582333696837
3.0,BHK,Flat,Habsiguda,58000,1792,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,32.36607142857143
3.0,BHK,Flat,Malikdanguda,50000,2200,areaSemi furnished,No,No,No,No,Yes,No,No,22.727272727272727
3.0,BHK,Flat,Malikdanguda,120000,3500,areaSemi furnished,No,No,Yes,No,No,No,No,34.285714285714285
3.0,BHK,Flat,Nallagandla,70000,3000,areaSemi furnished,No,No,Yes,No,No,No,No,23.333333333333332
2.0,BHK,Flat,Banjara Hills,28000,1100,areaSemi furnished,No,No,Yes,Yes,No,No,No,25.454545454545453
3.0,BHK,Flat,Banjara Hills,35000,1600,areaSemi furnished,No,No,No,Yes,No,No,No,21.875
2.0,BHK,Flat,Banjara Hills,30000,1020,areaSemi furnished,No,No,No,Yes,No,No,No,29.41176470588235
2.0,BHK,Flat,Khaja Guda,40000,1350,areaFully furnished,Yes,Yes,Yes,Yes,No,No,No,29.62962962962963
3.0,BHK,Flat,Banjara Hills,63000,1900,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,33.1578947368421
3.0,BHK,Flat,Narayanguda,65000,1900,areaSemi furnished,Yes,Yes,Yes,Yes,No,Yes,No,34.21052631578947
2.0,BHK,Flat,Narayanguda,27000,2000,areaUn-furnished,No,No,Yes,No,No,Yes,No,13.5
3.0,BHK,Flat,Uppal,32015,1925,areaSemi furnished,Yes,Yes,No,No,No,No,No,16.631168831168832
3.0,BHK,Villa,Madhapur,35000,2063,areaSemi furnished,Yes,Yes,No,No,No,No,No,16.965584100824042
3.0,BHK,Flat,Financial District,35000,1500,areaSemi furnished,No,No,Yes,Yes,No,No,No,23.333333333333332
3.0,BHK,Flat,Habsiguda,70017,2875,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,24.353739130434782
2.0,BHK,Flat,Nacharam,30000,1090,areaSemi furnished,No,No,No,Yes,No,No,No,27.522935779816514
5.0,BHK,Independent,Malikdanguda,600000,10000,areaFully furnished,No,No,Yes,Yes,No,Yes,No,60.0
4.0,BHK,Flat,LB Nagar,100000,3300,areaSemi furnished,No,No,No,No,No,No,No,30.303030303030305
3.0,BHK,Flat,Habsiguda,45000,1420,areaSemi furnished,No,Yes,Yes,Yes,No,Yes,No,31.690140845070424
2.0,BHK,Flat,Kondapur,25000,1060,areaSemi furnished,No,No,No,Yes,No,No,No,23.58490566037736
3.0,BHK,Flat,Jubilee Hills,60014,2663,areaSemi furnished,Yes,Yes,Yes,Yes,No,Yes,No,22.536237326323697
2.0,BHK,Flat,Kondapur,20000,1050,areaSemi furnished,No,No,No,Yes,No,No,No,19.047619047619047
2.0,BHK,Flat,Habsiguda,24000,1431,areaSemi furnished,Yes,Yes,Yes,Yes,No,Yes,No,16.771488469601678
2.0,BHK,Flat,Amberpet,25000,1030,areaSemi furnished,No,No,No,Yes,No,Yes,No,24.271844660194176
2.0,BHK,Independent,Amberpet,11000,980,areaUn-furnished,No,No,Yes,No,No,Yes,No,11.224489795918368
3.0,BHK,Flat,Financial District,65000,2178,areaFully furnished,Yes,No,Yes,Yes,No,No,No,29.843893480257115
3.0,BHK,Flat,Financial District,70000,2950,areaSemi furnished,Yes,Yes,No,Yes,No,No,No,23.728813559322035
3.0,BHK,Flat,Nallagandla,45000,2250,areaSemi furnished,Yes,No,Yes,Yes,No,No,No,20.0
3.0,BHK,Independent,Jubilee Hills,150000,3500,areaSemi furnished,No,No,Yes,No,No,Yes,No,42.857142857142854
3.0,BHK,Flat,Narayanguda,32000,1500,areaSemi furnished,No,Yes,No,Yes,No,No,No,21.333333333333332
2.5,BHK,Flat,Kondapur,65014,2063,areaSemi furnished,Yes,Yes,Yes,No,No,No,No,31.514299563742124
2.0,BHK,Flat,Banjara Hills,35000,1200,areaSemi furnished,No,No,Yes,Yes,No,No,No,29.166666666666668
3.0,BHK,Villa,Narsingi,70014,2525,areaSemi furnished,Yes,No,No,No,No,No,No,27.72831683168317
3.0,BHK,Flat,Kothapet,30000,1750,areaSemi furnished,No,No,Yes,Yes,No,No,No,17.142857142857142
4.0,BHK,Flat,Shaikpet,115000,3200,areaSemi furnished,No,Yes,Yes,Yes,No,Yes,No,35.9375
3.0,BHK,Flat,Kukatpally,67014,2356,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,28.443972835314092
3.0,BHK,Flat,Kukatpally,52000,2119,areaSemi furnished,Yes,No,Yes,Yes,No,No,No,24.539877300613497
3.0,BHK,Flat,Kokapet,66000,1610,areaFully furnished,No,Yes,Yes,No,No,No,No,40.993788819875775
3.0,BHK,Independent,Banjara Hills,50000,2100,areaFully furnished,No,No,Yes,No,No,No,No,23.80952380952381
5.0,BHK,Flat,Financial District,175000,4500,areaSemi furnished,Yes,No,Yes,Yes,No,No,No,38.888888888888886
4.0,BHK,Flat,Kokapet,450000,9166,areaFully furnished,Yes,Yes,No,Yes,No,No,No,49.09447959851626
3.0,BHK,Flat,Narsingi,50010,2044,areaSemi furnished,Yes,No,Yes,No,No,No,No,24.46673189823875
3.0,BHK,Flat,Kokapet,60000,2381,areaSemi furnished,Yes,No,Yes,Yes,No,No,No,25.1994960100798
2.0,BHK,Flat,Uppal,22000,1300,areaSemi furnished,No,Yes,Yes,Yes,No,No,No,16.923076923076923
3.0,BHK,Flat,Kokapet,90000,2655,areaSemi furnished,Yes,Yes,Yes,No,No,No,No,33.898305084745765
3.0,BHK,Flat,Kokapet,55000,2088,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,26.340996168582375
3.0,BHK,Flat,Kokapet,75000,2794,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,26.843235504652828
3.0,BHK,Independent,Kokapet,73000,2560,areaSemi furnished,Yes,No,Yes,No,No,No,No,28.515625
3.0,BHK,Flat,Narsingi,65000,1800,areaSemi furnished,No,Yes,Yes,Yes,No,No,No,36.111111111111114
2.0,BHK,Flat,Uppal,24000,1050,areaSemi furnished,No,Yes,Yes,Yes,No,No,No,22.857142857142858
4.0,BHK,Flat,Jubilee Hills,110000,3200,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,34.375
3.0,BHK,Flat,Kondapur,75000,1800,areaSemi furnished,No,No,No,No,No,No,No,41.666666666666664
3.0,BHK,Flat,Kondapur,65000,1600,areaSemi furnished,No,No,No,No,No,No,No,40.625
3.0,BHK,Flat,Kondapur,60000,1805,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,33.2409972299169
2.0,BHK,Flat,Kondapur,55000,1200,areaSemi furnished,No,No,No,No,No,No,No,45.833333333333336
3.0,BHK,Flat,LB Nagar,26000,1550,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,16.774193548387096
1.0,BHK,Flat,Banjara Hills,27000,1200,areaSemi furnished,No,No,Yes,No,No,Yes,No,22.5
3.5,BHK,Flat,Kokapet,70000,2000,areaSemi furnished,No,No,Yes,No,No,No,No,35.0
3.0,BHK,Flat,Narsingi,75000,1715,areaFully furnished,No,No,Yes,No,No,No,No,43.731778425655975
3.0,BHK,Flat,Banjara Hills,160000,3000,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,53.333333333333336
2.0,BHK,Flat,Narsingi,45000,1000,areaSemi furnished,No,No,Yes,No,No,No,No,45.0
2.0,BHK,Flat,Narsingi,55000,1370,areaSemi furnished,No,No,Yes,No,No,No,No,40.14598540145985
3.0,BHK,Flat,Narsingi,65000,1715,areaSemi furnished,No,No,Yes,No,No,No,No,37.90087463556851
2.0,BHK,Flat,Financial District,45000,1273,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,35.349567949725056
3.0,BHK,Flat,Kokapet,82000,1800,areaSemi furnished,No,No,Yes,No,No,No,No,45.55555555555556
3.0,BHK,Flat,Narsingi,75000,2335,areaSemi furnished,No,No,Yes,No,No,No,No,32.11991434689507
2.0,BHK,Flat,Yousufguda,35000,1050,areaFully furnished,No,No,Yes,Yes,No,Yes,Yes,33.333333333333336
3.0,BHK,Flat,Narsingi,69000,1715,areaSemi furnished,No,No,Yes,No,No,No,No,40.2332361516035
3.0,BHK,Flat,Nallakunta,26000,1500,areaSemi furnished,No,No,Yes,Yes,No,Yes,No,17.333333333333332
3.0,BHK,Flat,Serilingampally,68000,2108,areaSemi furnished,Yes,Yes,No,No,No,No,No,32.25806451612903
3.0,BHK,Flat,Nallagandla,55000,2000,areaSemi furnished,No,No,Yes,No,No,No,No,27.5
4.0,BHK,Villa,Hafeezpet,210000,7000,areaFully furnished,No,No,Yes,No,No,No,No,30.0
3.0,BHK,Flat,Ramachandra Puram,38000,1660,areaSemi furnished,Yes,Yes,Yes,Yes,No,No,No,22.89156626506024
3.0,BHK,Flat,Gopanapalli,55000,1700,areaSemi furnished,No,No,Yes,No,No,No,No,32.35294117647059
3.0,BHK,Flat,Narsingi,68000,2020,areaSemi furnished,No,No,Yes,No,No,No,No,33.663366336633665
2.5,BHK,Flat,Financial District,65000,1813,areaSemi furnished,Yes,Yes,No,No,No,No,No,35.852178709321564
4.0,BHK,Villa,Nizampet,40000,3500,areaSemi furnished,No,No,No,No,No,No,No,11.428571428571429
2.0,BHK,Flat,Miyapur,26000,1500,areaSemi furnished,Yes,Yes,No,No,No,No,No,17.333333333333332
3.0,BHK,Flat,Kokapet,62000,1700,areaSemi furnished,No,No,Yes,No,No,No,No,36.470588235294116
3.0,BHK,Flat,Hafeezpet,52000,2000,areaSemi furnished,No,No,Yes,No,No,No,No,26.0
